absorber_thickness,defect_density,series_resistance,shunt_resistance,PCE (%)
6.00E-01,1.00E+17,4.00E+00,1.00E+02,9.89E+00
6.00E-01,1.00E+17,4.00E+00,1.00E+03,1.58E+01
6.00E-01,1.00E+17,4.00E+00,1.00E+04,1.65E+01
6.00E-01,1.00E+17,4.00E+00,1.00E+05,1.65E+01
6.00E-01,1.00E+17,4.00E+00,1.00E+06,1.65E+01
6.00E-01,1.00E+17,4.00E+00,1.00E+07,1.65E+01
7.00E-01,1.00E+13,4.00E+00,1.00E+02,1.36E+01
7.00E-01,1.00E+13,4.00E+00,1.00E+03,2.58E+01
7.00E-01,1.00E+13,4.00E+00,1.00E+04,2.70E+01
7.00E-01,1.00E+13,4.00E+00,1.00E+05,2.71E+01
7.00E-01,1.00E+13,4.00E+00,1.00E+06,2.71E+01
7.00E-01,1.00E+13,4.00E+00,1.00E+07,2.71E+01
7.00E-01,1.00E+14,4.00E+00,1.00E+02,1.35E+01
7.00E-01,1.00E+14,4.00E+00,1.00E+03,2.46E+01
7.00E-01,1.00E+14,4.00E+00,1.00E+04,2.57E+01
7.00E-01,1.00E+14,4.00E+00,1.00E+05,2.58E+01
7.00E-01,1.00E+14,4.00E+00,1.00E+06,2.58E+01
7.00E-01,1.00E+14,4.00E+00,1.00E+07,2.58E+01
7.00E-01,1.00E+15,4.00E+00,1.00E+02,1.31E+01
7.00E-01,1.00E+15,4.00E+00,1.00E+03,2.31E+01
7.00E-01,1.00E+15,4.00E+00,1.00E+04,2.41E+01
7.00E-01,1.00E+15,4.00E+00,1.00E+05,2.42E+01
7.00E-01,1.00E+15,4.00E+00,1.00E+06,2.42E+01
7.00E-01,1.00E+15,4.00E+00,1.00E+07,2.42E+01
7.00E-01,1.00E+16,4.00E+00,1.00E+02,1.21E+01
7.00E-01,1.00E+16,4.00E+00,1.00E+03,2.04E+01
7.00E-01,1.00E+16,4.00E+00,1.00E+04,2.13E+01
7.00E-01,1.00E+16,4.00E+00,1.00E+05,2.14E+01
7.00E-01,1.00E+16,4.00E+00,1.00E+06,2.14E+01
7.00E-01,1.00E+16,4.00E+00,1.00E+07,2.14E+01
7.00E-01,1.00E+17,4.00E+00,1.00E+02,9.84E+00
7.00E-01,1.00E+17,4.00E+00,1.00E+03,1.58E+01
7.00E-01,1.00E+17,4.00E+00,1.00E+04,1.64E+01
7.00E-01,1.00E+17,4.00E+00,1.00E+05,1.65E+01
7.00E-01,1.00E+17,4.00E+00,1.00E+06,1.65E+01
7.00E-01,1.00E+17,4.00E+00,1.00E+07,1.65E+01
8.00E-01,1.00E+13,4.00E+00,1.00E+02,1.39E+01
8.00E-01,1.00E+13,4.00E+00,1.00E+03,2.61E+01
8.00E-01,1.00E+13,4.00E+00,1.00E+04,2.73E+01
8.00E-01,1.00E+13,4.00E+00,1.00E+05,2.74E+01
8.00E-01,1.00E+13,4.00E+00,1.00E+06,2.74E+01
8.00E-01,1.00E+13,4.00E+00,1.00E+07,2.74E+01
8.00E-01,1.00E+14,4.00E+00,1.00E+02,1.38E+01
8.00E-01,1.00E+14,4.00E+00,1.00E+03,2.48E+01
8.00E-01,1.00E+14,4.00E+00,1.00E+04,2.59E+01
8.00E-01,1.00E+14,4.00E+00,1.00E+05,2.61E+01
8.00E-01,1.00E+14,4.00E+00,1.00E+06,2.61E+01
8.00E-01,1.00E+14,4.00E+00,1.00E+07,2.61E+01
8.00E-01,1.00E+15,4.00E+00,1.00E+02,1.34E+01
8.00E-01,1.00E+15,4.00E+00,1.00E+03,2.33E+01
8.00E-01,1.00E+15,4.00E+00,1.00E+04,2.43E+01
8.00E-01,1.00E+15,4.00E+00,1.00E+05,2.44E+01
8.00E-01,1.00E+15,4.00E+00,1.00E+06,2.44E+01
8.00E-01,1.00E+15,4.00E+00,1.00E+07,2.44E+01
8.00E-01,1.00E+16,4.00E+00,1.00E+02,1.21E+01
8.00E-01,1.00E+16,4.00E+00,1.00E+03,2.04E+01
8.00E-01,1.00E+16,4.00E+00,1.00E+04,2.13E+01
8.00E-01,1.00E+16,4.00E+00,1.00E+05,2.14E+01
8.00E-01,1.00E+16,4.00E+00,1.00E+06,2.14E+01
8.00E-01,1.00E+16,4.00E+00,1.00E+07,2.14E+01
8.00E-01,1.00E+17,4.00E+00,1.00E+02,9.80E+00
8.00E-01,1.00E+17,4.00E+00,1.00E+03,1.57E+01
8.00E-01,1.00E+17,4.00E+00,1.00E+04,1.63E+01
8.00E-01,1.00E+17,4.00E+00,1.00E+05,1.64E+01
8.00E-01,1.00E+17,4.00E+00,1.00E+06,1.64E+01
8.00E-01,1.00E+17,4.00E+00,1.00E+07,1.64E+01
9.00E-01,1.00E+13,4.00E+00,1.00E+02,1.42E+01
9.00E-01,1.00E+13,4.00E+00,1.00E+03,2.62E+01
9.00E-01,1.00E+13,4.00E+00,1.00E+04,2.75E+01
9.00E-01,1.00E+13,4.00E+00,1.00E+05,2.76E+01
9.00E-01,1.00E+13,4.00E+00,1.00E+06,2.76E+01
9.00E-01,1.00E+13,4.00E+00,1.00E+07,2.76E+01
9.00E-01,1.00E+14,4.00E+00,1.00E+02,1.40E+01
9.00E-01,1.00E+14,4.00E+00,1.00E+03,2.50E+01
9.00E-01,1.00E+14,4.00E+00,1.00E+04,2.61E+01
9.00E-01,1.00E+14,4.00E+00,1.00E+05,2.62E+01
9.00E-01,1.00E+14,4.00E+00,1.00E+06,2.62E+01
9.00E-01,1.00E+14,4.00E+00,1.00E+07,2.62E+01
9.00E-01,1.00E+15,4.00E+00,1.00E+02,1.36E+01
9.00E-01,1.00E+15,4.00E+00,1.00E+03,2.34E+01
9.00E-01,1.00E+15,4.00E+00,1.00E+04,2.44E+01
9.00E-01,1.00E+15,4.00E+00,1.00E+05,2.45E+01
9.00E-01,1.00E+15,4.00E+00,1.00E+06,2.45E+01
9.00E-01,1.00E+15,4.00E+00,1.00E+07,2.45E+01
9.00E-01,1.00E+16,4.00E+00,1.00E+02,1.22E+01
9.00E-01,1.00E+16,4.00E+00,1.00E+03,2.04E+01
9.00E-01,1.00E+16,4.00E+00,1.00E+04,2.13E+01
9.00E-01,1.00E+16,4.00E+00,1.00E+05,2.14E+01
9.00E-01,1.00E+16,4.00E+00,1.00E+06,2.14E+01
9.00E-01,1.00E+16,4.00E+00,1.00E+07,2.14E+01
9.00E-01,1.00E+17,4.00E+00,1.00E+02,9.76E+00
9.00E-01,1.00E+17,4.00E+00,1.00E+03,1.57E+01
9.00E-01,1.00E+17,4.00E+00,1.00E+04,1.63E+01
9.00E-01,1.00E+17,4.00E+00,1.00E+05,1.64E+01
9.00E-01,1.00E+17,4.00E+00,1.00E+06,1.64E+01
9.00E-01,1.00E+17,4.00E+00,1.00E+07,1.64E+01
1.00E+00,1.00E+13,4.00E+00,1.00E+02,1.43E+01
1.00E+00,1.00E+13,4.00E+00,1.00E+03,2.64E+01
1.00E+00,1.00E+13,4.00E+00,1.00E+04,2.76E+01
1.00E+00,1.00E+13,4.00E+00,1.00E+05,2.77E+01
1.00E+00,1.00E+13,4.00E+00,1.00E+06,2.77E+01
1.00E+00,1.00E+13,4.00E+00,1.00E+07,2.77E+01
1.00E+00,1.00E+14,4.00E+00,1.00E+02,1.42E+01
1.00E+00,1.00E+14,4.00E+00,1.00E+03,2.51E+01
1.00E+00,1.00E+14,4.00E+00,1.00E+04,2.62E+01
1.00E+00,1.00E+14,4.00E+00,1.00E+05,2.63E+01
1.00E+00,1.00E+14,4.00E+00,1.00E+06,2.63E+01
1.00E+00,1.00E+14,4.00E+00,1.00E+07,2.63E+01
1.00E+00,1.00E+15,4.00E+00,1.00E+02,1.37E+01
1.00E+00,1.00E+15,4.00E+00,1.00E+03,2.34E+01
1.00E+00,1.00E+15,4.00E+00,1.00E+04,2.44E+01
1.00E+00,1.00E+15,4.00E+00,1.00E+05,2.45E+01
1.00E+00,1.00E+15,4.00E+00,1.00E+06,2.45E+01
1.00E+00,1.00E+15,4.00E+00,1.00E+07,2.45E+01
1.00E+00,1.00E+16,4.00E+00,1.00E+02,1.22E+01
1.00E+00,1.00E+16,4.00E+00,1.00E+03,2.04E+01
1.00E+00,1.00E+16,4.00E+00,1.00E+04,2.12E+01
1.00E+00,1.00E+16,4.00E+00,1.00E+05,2.13E+01
1.00E+00,1.00E+16,4.00E+00,1.00E+06,2.13E+01
1.00E+00,1.00E+16,4.00E+00,1.00E+07,2.13E+01
1.00E+00,1.00E+17,4.00E+00,1.00E+02,9.75E+00
1.00E+00,1.00E+17,4.00E+00,1.00E+03,1.57E+01
1.00E+00,1.00E+17,4.00E+00,1.00E+04,1.63E+01
1.00E+00,1.00E+17,4.00E+00,1.00E+05,1.63E+01
1.00E+00,1.00E+17,4.00E+00,1.00E+06,1.64E+01
1.00E+00,1.00E+17,4.00E+00,1.00E+07,1.64E+01
1.10E+00,1.00E+13,4.00E+00,1.00E+02,1.45E+01
1.10E+00,1.00E+13,4.00E+00,1.00E+03,2.64E+01
1.10E+00,1.00E+13,4.00E+00,1.00E+04,2.77E+01
1.10E+00,1.00E+13,4.00E+00,1.00E+05,2.78E+01
1.10E+00,1.00E+13,4.00E+00,1.00E+06,2.78E+01
1.10E+00,1.00E+13,4.00E+00,1.00E+07,2.78E+01
1.10E+00,1.00E+14,4.00E+00,1.00E+02,1.43E+01
1.10E+00,1.00E+14,4.00E+00,1.00E+03,2.52E+01
1.10E+00,1.00E+14,4.00E+00,1.00E+04,2.62E+01
1.10E+00,1.00E+14,4.00E+00,1.00E+05,2.64E+01
1.10E+00,1.00E+14,4.00E+00,1.00E+06,2.64E+01
1.10E+00,1.00E+14,4.00E+00,1.00E+07,2.64E+01
1.10E+00,1.00E+15,4.00E+00,1.00E+02,1.38E+01
1.10E+00,1.00E+15,4.00E+00,1.00E+03,2.35E+01
1.10E+00,1.00E+15,4.00E+00,1.00E+04,2.44E+01
1.10E+00,1.00E+15,4.00E+00,1.00E+05,2.45E+01
1.10E+00,1.00E+15,4.00E+00,1.00E+06,2.45E+01
1.10E+00,1.00E+15,4.00E+00,1.00E+07,2.45E+01
1.10E+00,1.00E+16,4.00E+00,1.00E+02,1.21E+01
1.10E+00,1.00E+16,4.00E+00,1.00E+03,2.03E+01
1.10E+00,1.00E+16,4.00E+00,1.00E+04,2.11E+01
1.10E+00,1.00E+16,4.00E+00,1.00E+05,2.12E+01
1.10E+00,1.00E+16,4.00E+00,1.00E+06,2.12E+01
1.10E+00,1.00E+16,4.00E+00,1.00E+07,2.12E+01
1.10E+00,1.00E+17,4.00E+00,1.00E+02,9.73E+00
1.10E+00,1.00E+17,4.00E+00,1.00E+03,1.56E+01
1.10E+00,1.00E+17,4.00E+00,1.00E+04,1.63E+01
1.10E+00,1.00E+17,4.00E+00,1.00E+05,1.63E+01
1.10E+00,1.00E+17,4.00E+00,1.00E+06,1.63E+01
1.10E+00,1.00E+17,4.00E+00,1.00E+07,1.63E+01
1.20E+00,1.00E+13,4.00E+00,1.00E+02,1.46E+01
1.20E+00,1.00E+13,4.00E+00,1.00E+03,2.65E+01
1.20E+00,1.00E+13,4.00E+00,1.00E+04,2.77E+01
1.20E+00,1.00E+13,4.00E+00,1.00E+05,2.78E+01
1.20E+00,1.00E+13,4.00E+00,1.00E+06,2.78E+01
1.20E+00,1.00E+13,4.00E+00,1.00E+07,2.78E+01
1.20E+00,1.00E+14,4.00E+00,1.00E+02,1.44E+01
1.20E+00,1.00E+14,4.00E+00,1.00E+03,2.52E+01
1.20E+00,1.00E+14,4.00E+00,1.00E+04,2.63E+01
1.20E+00,1.00E+14,4.00E+00,1.00E+05,2.64E+01
1.20E+00,1.00E+14,4.00E+00,1.00E+06,2.64E+01
1.20E+00,1.00E+14,4.00E+00,1.00E+07,2.64E+01
1.20E+00,1.00E+15,4.00E+00,1.00E+02,1.38E+01
1.20E+00,1.00E+15,4.00E+00,1.00E+03,2.34E+01
1.20E+00,1.00E+15,4.00E+00,1.00E+04,2.44E+01
1.20E+00,1.00E+15,4.00E+00,1.00E+05,2.45E+01
1.20E+00,1.00E+15,4.00E+00,1.00E+06,2.45E+01
1.20E+00,1.00E+15,4.00E+00,1.00E+07,2.45E+01
1.20E+00,1.00E+16,4.00E+00,1.00E+02,1.21E+01
1.20E+00,1.00E+16,4.00E+00,1.00E+03,2.02E+01
1.20E+00,1.00E+16,4.00E+00,1.00E+04,2.11E+01
1.20E+00,1.00E+16,4.00E+00,1.00E+05,2.12E+01
1.20E+00,1.00E+16,4.00E+00,1.00E+06,2.12E+01
1.20E+00,1.00E+16,4.00E+00,1.00E+07,2.12E+01
1.20E+00,1.00E+17,4.00E+00,1.00E+02,9.73E+00
1.20E+00,1.00E+17,4.00E+00,1.00E+03,1.56E+01
1.20E+00,1.00E+17,4.00E+00,1.00E+04,1.63E+01
1.20E+00,1.00E+17,4.00E+00,1.00E+05,1.63E+01
1.20E+00,1.00E+17,4.00E+00,1.00E+06,1.63E+01
1.20E+00,1.00E+17,4.00E+00,1.00E+07,1.63E+01
1.30E+00,1.00E+13,4.00E+00,1.00E+02,1.46E+01
1.30E+00,1.00E+13,4.00E+00,1.00E+03,2.65E+01
1.30E+00,1.00E+13,4.00E+00,1.00E+04,2.77E+01
1.30E+00,1.00E+13,4.00E+00,1.00E+05,2.78E+01
1.30E+00,1.00E+13,4.00E+00,1.00E+06,2.79E+01
1.30E+00,1.00E+13,4.00E+00,1.00E+07,2.79E+01
1.30E+00,1.00E+14,4.00E+00,1.00E+02,1.44E+01
1.30E+00,1.00E+14,4.00E+00,1.00E+03,2.52E+01
1.30E+00,1.00E+14,4.00E+00,1.00E+04,2.63E+01
1.30E+00,1.00E+14,4.00E+00,1.00E+05,2.64E+01
1.30E+00,1.00E+14,4.00E+00,1.00E+06,2.64E+01
1.30E+00,1.00E+14,4.00E+00,1.00E+07,2.64E+01
1.30E+00,1.00E+15,4.00E+00,1.00E+02,1.38E+01
1.30E+00,1.00E+15,4.00E+00,1.00E+03,2.34E+01
1.30E+00,1.00E+15,4.00E+00,1.00E+04,2.44E+01
1.30E+00,1.00E+15,4.00E+00,1.00E+05,2.45E+01
1.30E+00,1.00E+15,4.00E+00,1.00E+06,2.45E+01
1.30E+00,1.00E+15,4.00E+00,1.00E+07,2.45E+01
1.30E+00,1.00E+16,4.00E+00,1.00E+02,1.20E+01
1.30E+00,1.00E+16,4.00E+00,1.00E+03,2.02E+01
1.30E+00,1.00E+16,4.00E+00,1.00E+04,2.10E+01
1.30E+00,1.00E+16,4.00E+00,1.00E+05,2.11E+01
1.30E+00,1.00E+16,4.00E+00,1.00E+06,2.11E+01
1.30E+00,1.00E+16,4.00E+00,1.00E+07,2.11E+01
1.30E+00,1.00E+17,4.00E+00,1.00E+02,9.73E+00
1.30E+00,1.00E+17,4.00E+00,1.00E+03,1.56E+01
1.30E+00,1.00E+17,4.00E+00,1.00E+04,1.63E+01
1.30E+00,1.00E+17,4.00E+00,1.00E+05,1.63E+01
1.30E+00,1.00E+17,4.00E+00,1.00E+06,1.63E+01
1.30E+00,1.00E+17,4.00E+00,1.00E+07,1.63E+01
1.40E+00,1.00E+13,4.00E+00,1.00E+02,1.47E+01
1.40E+00,1.00E+13,4.00E+00,1.00E+03,2.66E+01
1.40E+00,1.00E+13,4.00E+00,1.00E+04,2.77E+01
1.40E+00,1.00E+13,4.00E+00,1.00E+05,2.79E+01
1.40E+00,1.00E+13,4.00E+00,1.00E+06,2.79E+01
1.40E+00,1.00E+13,4.00E+00,1.00E+07,2.79E+01
1.40E+00,1.00E+14,4.00E+00,1.00E+02,1.45E+01
1.40E+00,1.00E+14,4.00E+00,1.00E+03,2.52E+01
1.40E+00,1.00E+14,4.00E+00,1.00E+04,2.63E+01
1.40E+00,1.00E+14,4.00E+00,1.00E+05,2.64E+01
1.40E+00,1.00E+14,4.00E+00,1.00E+06,2.64E+01
1.40E+00,1.00E+14,4.00E+00,1.00E+07,2.64E+01
1.40E+00,1.00E+15,4.00E+00,1.00E+02,1.38E+01
1.40E+00,1.00E+15,4.00E+00,1.00E+03,2.34E+01
1.40E+00,1.00E+15,4.00E+00,1.00E+04,2.44E+01
1.40E+00,1.00E+15,4.00E+00,1.00E+05,2.45E+01
1.40E+00,1.00E+15,4.00E+00,1.00E+06,2.45E+01
1.40E+00,1.00E+15,4.00E+00,1.00E+07,2.45E+01
1.40E+00,1.00E+16,4.00E+00,1.00E+02,1.20E+01
1.40E+00,1.00E+16,4.00E+00,1.00E+03,2.01E+01
1.40E+00,1.00E+16,4.00E+00,1.00E+04,2.10E+01
1.40E+00,1.00E+16,4.00E+00,1.00E+05,2.10E+01
1.40E+00,1.00E+16,4.00E+00,1.00E+06,2.10E+01
1.40E+00,1.00E+16,4.00E+00,1.00E+07,2.11E+01
1.40E+00,1.00E+17,4.00E+00,1.00E+02,9.73E+00
1.40E+00,1.00E+17,4.00E+00,1.00E+03,1.56E+01
1.40E+00,1.00E+17,4.00E+00,1.00E+04,1.63E+01
1.40E+00,1.00E+17,4.00E+00,1.00E+05,1.63E+01
1.40E+00,1.00E+17,4.00E+00,1.00E+06,1.63E+01
1.40E+00,1.00E+17,4.00E+00,1.00E+07,1.63E+01
3.00E-01,1.00E+13,5.00E+00,1.00E+02,9.78E+00
3.00E-01,1.00E+13,5.00E+00,1.00E+03,2.19E+01
3.00E-01,1.00E+13,5.00E+00,1.00E+04,2.32E+01
3.00E-01,1.00E+13,5.00E+00,1.00E+05,2.33E+01
3.00E-01,1.00E+13,5.00E+00,1.00E+06,2.33E+01
3.00E-01,1.00E+13,5.00E+00,1.00E+07,2.33E+01
3.00E-01,1.00E+14,5.00E+00,1.00E+02,9.77E+00
3.00E-01,1.00E+14,5.00E+00,1.00E+03,2.11E+01
3.00E-01,1.00E+14,5.00E+00,1.00E+04,2.22E+01
3.00E-01,1.00E+14,5.00E+00,1.00E+05,2.23E+01
3.00E-01,1.00E+14,5.00E+00,1.00E+06,2.23E+01
3.00E-01,1.00E+14,5.00E+00,1.00E+07,2.23E+01
3.00E-01,1.00E+15,5.00E+00,1.00E+02,9.71E+00
3.00E-01,1.00E+15,5.00E+00,1.00E+03,1.99E+01
3.00E-01,1.00E+15,5.00E+00,1.00E+04,2.09E+01
3.00E-01,1.00E+15,5.00E+00,1.00E+05,2.10E+01
3.00E-01,1.00E+15,5.00E+00,1.00E+06,2.10E+01
3.00E-01,1.00E+15,5.00E+00,1.00E+07,2.10E+01
3.00E-01,1.00E+16,5.00E+00,1.00E+02,9.45E+00
3.00E-01,1.00E+16,5.00E+00,1.00E+03,1.80E+01
3.00E-01,1.00E+16,5.00E+00,1.00E+04,1.89E+01
3.00E-01,1.00E+16,5.00E+00,1.00E+05,1.90E+01
3.00E-01,1.00E+16,5.00E+00,1.00E+06,1.90E+01
3.00E-01,1.00E+16,5.00E+00,1.00E+07,1.90E+01
3.00E-01,1.00E+17,5.00E+00,1.00E+02,8.74E+00
3.00E-01,1.00E+17,5.00E+00,1.00E+03,1.47E+01
3.00E-01,1.00E+17,5.00E+00,1.00E+04,1.54E+01
3.00E-01,1.00E+17,5.00E+00,1.00E+05,1.54E+01
3.00E-01,1.00E+17,5.00E+00,1.00E+06,1.54E+01
3.00E-01,1.00E+17,5.00E+00,1.00E+07,1.54E+01
4.00E-01,1.00E+13,5.00E+00,1.00E+02,1.13E+01
4.00E-01,1.00E+13,5.00E+00,1.00E+03,2.34E+01
4.00E-01,1.00E+13,5.00E+00,1.00E+04,2.46E+01
4.00E-01,1.00E+13,5.00E+00,1.00E+05,2.47E+01
4.00E-01,1.00E+13,5.00E+00,1.00E+06,2.47E+01
4.00E-01,1.00E+13,5.00E+00,1.00E+07,2.47E+01
4.00E-01,1.00E+14,5.00E+00,1.00E+02,1.12E+01
4.00E-01,1.00E+14,5.00E+00,1.00E+03,2.24E+01
4.00E-01,1.00E+14,5.00E+00,1.00E+04,2.35E+01
4.00E-01,1.00E+14,5.00E+00,1.00E+05,2.36E+01
4.00E-01,1.00E+14,5.00E+00,1.00E+06,2.36E+01
4.00E-01,1.00E+14,5.00E+00,1.00E+07,2.36E+01
4.00E-01,1.00E+15,5.00E+00,1.00E+02,1.11E+01
4.00E-01,1.00E+15,5.00E+00,1.00E+03,2.11E+01
4.00E-01,1.00E+15,5.00E+00,1.00E+04,2.21E+01
4.00E-01,1.00E+15,5.00E+00,1.00E+05,2.22E+01
4.00E-01,1.00E+15,5.00E+00,1.00E+06,2.22E+01
4.00E-01,1.00E+15,5.00E+00,1.00E+07,2.22E+01
4.00E-01,1.00E+16,5.00E+00,1.00E+02,1.06E+01
4.00E-01,1.00E+16,5.00E+00,1.00E+03,1.91E+01
4.00E-01,1.00E+16,5.00E+00,1.00E+04,1.99E+01
4.00E-01,1.00E+16,5.00E+00,1.00E+05,2.00E+01
4.00E-01,1.00E+16,5.00E+00,1.00E+06,2.00E+01
4.00E-01,1.00E+16,5.00E+00,1.00E+07,2.00E+01
4.00E-01,1.00E+17,5.00E+00,1.00E+02,9.46E+00
4.00E-01,1.00E+17,5.00E+00,1.00E+03,1.53E+01
4.00E-01,1.00E+17,5.00E+00,1.00E+04,1.60E+01
4.00E-01,1.00E+17,5.00E+00,1.00E+05,1.60E+01
4.00E-01,1.00E+17,5.00E+00,1.00E+06,1.60E+01
4.00E-01,1.00E+17,5.00E+00,1.00E+07,1.60E+01
5.00E-01,1.00E+13,5.00E+00,1.00E+02,1.23E+01
5.00E-01,1.00E+13,5.00E+00,1.00E+03,2.43E+01
5.00E-01,1.00E+13,5.00E+00,1.00E+04,2.55E+01
5.00E-01,1.00E+13,5.00E+00,1.00E+05,2.56E+01
5.00E-01,1.00E+13,5.00E+00,1.00E+06,2.56E+01
5.00E-01,1.00E+13,5.00E+00,1.00E+07,2.57E+01
5.00E-01,1.00E+14,5.00E+00,1.00E+02,1.22E+01
5.00E-01,1.00E+14,5.00E+00,1.00E+03,2.32E+01
5.00E-01,1.00E+14,5.00E+00,1.00E+04,2.43E+01
5.00E-01,1.00E+14,5.00E+00,1.00E+05,2.44E+01
5.00E-01,1.00E+14,5.00E+00,1.00E+06,2.45E+01
5.00E-01,1.00E+14,5.00E+00,1.00E+07,2.45E+01
5.00E-01,1.00E+15,5.00E+00,1.00E+02,1.20E+01
5.00E-01,1.00E+15,5.00E+00,1.00E+03,2.19E+01
5.00E-01,1.00E+15,5.00E+00,1.00E+04,2.28E+01
5.00E-01,1.00E+15,5.00E+00,1.00E+05,2.29E+01
5.00E-01,1.00E+15,5.00E+00,1.00E+06,2.29E+01
5.00E-01,1.00E+15,5.00E+00,1.00E+07,2.29E+01
5.00E-01,1.00E+16,5.00E+00,1.00E+02,1.13E+01
5.00E-01,1.00E+16,5.00E+00,1.00E+03,1.96E+01
5.00E-01,1.00E+16,5.00E+00,1.00E+04,2.05E+01
5.00E-01,1.00E+16,5.00E+00,1.00E+05,2.06E+01
5.00E-01,1.00E+16,5.00E+00,1.00E+06,2.06E+01
5.00E-01,1.00E+16,5.00E+00,1.00E+07,2.06E+01
5.00E-01,1.00E+17,5.00E+00,1.00E+02,9.70E+00
5.00E-01,1.00E+17,5.00E+00,1.00E+03,1.55E+01
5.00E-01,1.00E+17,5.00E+00,1.00E+04,1.61E+01
5.00E-01,1.00E+17,5.00E+00,1.00E+05,1.62E+01
5.00E-01,1.00E+17,5.00E+00,1.00E+06,1.62E+01
5.00E-01,1.00E+17,5.00E+00,1.00E+07,1.62E+01
6.00E-01,1.00E+13,5.00E+00,1.00E+02,1.29E+01
6.00E-01,1.00E+13,5.00E+00,1.00E+03,2.49E+01
6.00E-01,1.00E+13,5.00E+00,1.00E+04,2.61E+01
6.00E-01,1.00E+13,5.00E+00,1.00E+05,2.62E+01
6.00E-01,1.00E+13,5.00E+00,1.00E+06,2.62E+01
6.00E-01,1.00E+13,5.00E+00,1.00E+07,2.62E+01
6.00E-01,1.00E+14,5.00E+00,1.00E+02,1.29E+01
6.00E-01,1.00E+14,5.00E+00,1.00E+03,2.38E+01
6.00E-01,1.00E+14,5.00E+00,1.00E+04,2.48E+01
6.00E-01,1.00E+14,5.00E+00,1.00E+05,2.50E+01
6.00E-01,1.00E+14,5.00E+00,1.00E+06,2.50E+01
6.00E-01,1.00E+14,5.00E+00,1.00E+07,2.50E+01
6.00E-01,1.00E+15,5.00E+00,1.00E+02,1.26E+01
6.00E-01,1.00E+15,5.00E+00,1.00E+03,2.23E+01
6.00E-01,1.00E+15,5.00E+00,1.00E+04,2.33E+01
6.00E-01,1.00E+15,5.00E+00,1.00E+05,2.34E+01
6.00E-01,1.00E+15,5.00E+00,1.00E+06,2.34E+01
6.00E-01,1.00E+15,5.00E+00,1.00E+07,2.34E+01
6.00E-01,1.00E+16,5.00E+00,1.00E+02,1.17E+01
6.00E-01,1.00E+16,5.00E+00,1.00E+03,1.99E+01
6.00E-01,1.00E+16,5.00E+00,1.00E+04,2.07E+01
6.00E-01,1.00E+16,5.00E+00,1.00E+05,2.08E+01
6.00E-01,1.00E+16,5.00E+00,1.00E+06,2.08E+01
6.00E-01,1.00E+16,5.00E+00,1.00E+07,2.08E+01
6.00E-01,1.00E+17,5.00E+00,1.00E+02,9.72E+00
6.00E-01,1.00E+17,5.00E+00,1.00E+03,1.55E+01
6.00E-01,1.00E+17,5.00E+00,1.00E+04,1.61E+01
6.00E-01,1.00E+17,5.00E+00,1.00E+05,1.61E+01
6.00E-01,1.00E+17,5.00E+00,1.00E+06,1.61E+01
6.00E-01,1.00E+17,5.00E+00,1.00E+07,1.61E+01
7.00E-01,1.00E+13,5.00E+00,1.00E+02,1.34E+01
7.00E-01,1.00E+13,5.00E+00,1.00E+03,2.53E+01
7.00E-01,1.00E+13,5.00E+00,1.00E+04,2.65E+01
7.00E-01,1.00E+13,5.00E+00,1.00E+05,2.66E+01
7.00E-01,1.00E+13,5.00E+00,1.00E+06,2.66E+01
7.00E-01,1.00E+13,5.00E+00,1.00E+07,2.66E+01
7.00E-01,1.00E+14,5.00E+00,1.00E+02,1.33E+01
7.00E-01,1.00E+14,5.00E+00,1.00E+03,2.41E+01
7.00E-01,1.00E+14,5.00E+00,1.00E+04,2.52E+01
7.00E-01,1.00E+14,5.00E+00,1.00E+05,2.53E+01
7.00E-01,1.00E+14,5.00E+00,1.00E+06,2.53E+01
7.00E-01,1.00E+14,5.00E+00,1.00E+07,2.53E+01
7.00E-01,1.00E+15,5.00E+00,1.00E+02,1.30E+01
7.00E-01,1.00E+15,5.00E+00,1.00E+03,2.26E+01
7.00E-01,1.00E+15,5.00E+00,1.00E+04,2.36E+01
7.00E-01,1.00E+15,5.00E+00,1.00E+05,2.36E+01
7.00E-01,1.00E+15,5.00E+00,1.00E+06,2.37E+01
7.00E-01,1.00E+15,5.00E+00,1.00E+07,2.37E+01
7.00E-01,1.00E+16,5.00E+00,1.00E+02,1.19E+01
7.00E-01,1.00E+16,5.00E+00,1.00E+03,2.00E+01
7.00E-01,1.00E+16,5.00E+00,1.00E+04,2.09E+01
7.00E-01,1.00E+16,5.00E+00,1.00E+05,2.09E+01
7.00E-01,1.00E+16,5.00E+00,1.00E+06,2.09E+01
7.00E-01,1.00E+16,5.00E+00,1.00E+07,2.09E+01
7.00E-01,1.00E+17,5.00E+00,1.00E+02,9.68E+00
7.00E-01,1.00E+17,5.00E+00,1.00E+03,1.54E+01
7.00E-01,1.00E+17,5.00E+00,1.00E+04,1.60E+01
7.00E-01,1.00E+17,5.00E+00,1.00E+05,1.61E+01
7.00E-01,1.00E+17,5.00E+00,1.00E+06,1.61E+01
7.00E-01,1.00E+17,5.00E+00,1.00E+07,1.61E+01
8.00E-01,1.00E+13,5.00E+00,1.00E+02,1.38E+01
8.00E-01,1.00E+13,5.00E+00,1.00E+03,2.56E+01
8.00E-01,1.00E+13,5.00E+00,1.00E+04,2.67E+01
