absorber_thickness,defect_density,series_resistance,shunt_resistance,PCE (%)
4.00E-01,1.00E+14,2.00E+00,1.00E+02,1.16E+01
4.00E-01,1.00E+14,2.00E+00,1.00E+03,2.36E+01
4.00E-01,1.00E+14,2.00E+00,1.00E+04,2.49E+01
4.00E-01,1.00E+14,2.00E+00,1.00E+05,2.50E+01
4.00E-01,1.00E+14,2.00E+00,1.00E+06,2.50E+01
4.00E-01,1.00E+14,2.00E+00,1.00E+07,2.50E+01
4.00E-01,1.00E+15,2.00E+00,1.00E+02,1.15E+01
4.00E-01,1.00E+15,2.00E+00,1.00E+03,2.23E+01
4.00E-01,1.00E+15,2.00E+00,1.00E+04,2.34E+01
4.00E-01,1.00E+15,2.00E+00,1.00E+05,2.35E+01
4.00E-01,1.00E+15,2.00E+00,1.00E+06,2.35E+01
4.00E-01,1.00E+15,2.00E+00,1.00E+07,2.35E+01
4.00E-01,1.00E+16,2.00E+00,1.00E+02,1.10E+01
4.00E-01,1.00E+16,2.00E+00,1.00E+03,2.02E+01
4.00E-01,1.00E+16,2.00E+00,1.00E+04,2.11E+01
4.00E-01,1.00E+16,2.00E+00,1.00E+05,2.12E+01
4.00E-01,1.00E+16,2.00E+00,1.00E+06,2.13E+01
4.00E-01,1.00E+16,2.00E+00,1.00E+07,2.13E+01
4.00E-01,1.00E+17,2.00E+00,1.00E+02,9.91E+00
4.00E-01,1.00E+17,2.00E+00,1.00E+03,1.64E+01
4.00E-01,1.00E+17,2.00E+00,1.00E+04,1.71E+01
4.00E-01,1.00E+17,2.00E+00,1.00E+05,1.71E+01
4.00E-01,1.00E+17,2.00E+00,1.00E+06,1.72E+01
4.00E-01,1.00E+17,2.00E+00,1.00E+07,1.72E+01
5.00E-01,1.00E+13,2.00E+00,1.00E+02,1.26E+01
5.00E-01,1.00E+13,2.00E+00,1.00E+03,2.56E+01
5.00E-01,1.00E+13,2.00E+00,1.00E+04,2.70E+01
5.00E-01,1.00E+13,2.00E+00,1.00E+05,2.71E+01
5.00E-01,1.00E+13,2.00E+00,1.00E+06,2.71E+01
5.00E-01,1.00E+13,2.00E+00,1.00E+07,2.71E+01
5.00E-01,1.00E+14,2.00E+00,1.00E+02,1.26E+01
5.00E-01,1.00E+14,2.00E+00,1.00E+03,2.46E+01
5.00E-01,1.00E+14,2.00E+00,1.00E+04,2.58E+01
5.00E-01,1.00E+14,2.00E+00,1.00E+05,2.59E+01
5.00E-01,1.00E+14,2.00E+00,1.00E+06,2.59E+01
5.00E-01,1.00E+14,2.00E+00,1.00E+07,2.59E+01
5.00E-01,1.00E+15,2.00E+00,1.00E+02,1.24E+01
5.00E-01,1.00E+15,2.00E+00,1.00E+03,2.32E+01
5.00E-01,1.00E+15,2.00E+00,1.00E+04,2.43E+01
5.00E-01,1.00E+15,2.00E+00,1.00E+05,2.44E+01
5.00E-01,1.00E+15,2.00E+00,1.00E+06,2.44E+01
5.00E-01,1.00E+15,2.00E+00,1.00E+07,2.44E+01
5.00E-01,1.00E+16,2.00E+00,1.00E+02,1.18E+01
5.00E-01,1.00E+16,2.00E+00,1.00E+03,2.08E+01
5.00E-01,1.00E+16,2.00E+00,1.00E+04,2.18E+01
5.00E-01,1.00E+16,2.00E+00,1.00E+05,2.19E+01
5.00E-01,1.00E+16,2.00E+00,1.00E+06,2.19E+01
5.00E-01,1.00E+16,2.00E+00,1.00E+07,2.19E+01
5.00E-01,1.00E+17,2.00E+00,1.00E+02,1.02E+01
5.00E-01,1.00E+17,2.00E+00,1.00E+03,1.66E+01
5.00E-01,1.00E+17,2.00E+00,1.00E+04,1.73E+01
5.00E-01,1.00E+17,2.00E+00,1.00E+05,1.73E+01
5.00E-01,1.00E+17,2.00E+00,1.00E+06,1.73E+01
5.00E-01,1.00E+17,2.00E+00,1.00E+07,1.73E+01
6.00E-01,1.00E+13,2.00E+00,1.00E+02,1.34E+01
6.00E-01,1.00E+13,2.00E+00,1.00E+03,2.63E+01
6.00E-01,1.00E+13,2.00E+00,1.00E+04,2.76E+01
6.00E-01,1.00E+13,2.00E+00,1.00E+05,2.78E+01
6.00E-01,1.00E+13,2.00E+00,1.00E+06,2.78E+01
6.00E-01,1.00E+13,2.00E+00,1.00E+07,2.78E+01
6.00E-01,1.00E+14,2.00E+00,1.00E+02,1.33E+01
6.00E-01,1.00E+14,2.00E+00,1.00E+03,2.52E+01
6.00E-01,1.00E+14,2.00E+00,1.00E+04,2.64E+01
6.00E-01,1.00E+14,2.00E+00,1.00E+05,2.65E+01
6.00E-01,1.00E+14,2.00E+00,1.00E+06,2.65E+01
6.00E-01,1.00E+14,2.00E+00,1.00E+07,2.65E+01
6.00E-01,1.00E+15,2.00E+00,1.00E+02,1.30E+01
6.00E-01,1.00E+15,2.00E+00,1.00E+03,2.37E+01
6.00E-01,1.00E+15,2.00E+00,1.00E+04,2.48E+01
6.00E-01,1.00E+15,2.00E+00,1.00E+05,2.49E+01
6.00E-01,1.00E+15,2.00E+00,1.00E+06,2.49E+01
6.00E-01,1.00E+15,2.00E+00,1.00E+07,2.49E+01
6.00E-01,1.00E+16,2.00E+00,1.00E+02,1.22E+01
6.00E-01,1.00E+16,2.00E+00,1.00E+03,2.12E+01
6.00E-01,1.00E+16,2.00E+00,1.00E+04,2.21E+01
6.00E-01,1.00E+16,2.00E+00,1.00E+05,2.22E+01
6.00E-01,1.00E+16,2.00E+00,1.00E+06,2.22E+01
6.00E-01,1.00E+16,2.00E+00,1.00E+07,2.22E+01
6.00E-01,1.00E+17,2.00E+00,1.00E+02,1.02E+01
6.00E-01,1.00E+17,2.00E+00,1.00E+03,1.65E+01
6.00E-01,1.00E+17,2.00E+00,1.00E+04,1.72E+01
6.00E-01,1.00E+17,2.00E+00,1.00E+05,1.73E+01
6.00E-01,1.00E+17,2.00E+00,1.00E+06,1.73E+01
6.00E-01,1.00E+17,2.00E+00,1.00E+07,1.73E+01
7.00E-01,1.00E+13,2.00E+00,1.00E+02,1.39E+01
7.00E-01,1.00E+13,2.00E+00,1.00E+03,2.67E+01
7.00E-01,1.00E+13,2.00E+00,1.00E+04,2.81E+01
7.00E-01,1.00E+13,2.00E+00,1.00E+05,2.82E+01
7.00E-01,1.00E+13,2.00E+00,1.00E+06,2.82E+01
7.00E-01,1.00E+13,2.00E+00,1.00E+07,2.82E+01
7.00E-01,1.00E+14,2.00E+00,1.00E+02,1.38E+01
7.00E-01,1.00E+14,2.00E+00,1.00E+03,2.56E+01
7.00E-01,1.00E+14,2.00E+00,1.00E+04,2.68E+01
7.00E-01,1.00E+14,2.00E+00,1.00E+05,2.69E+01
7.00E-01,1.00E+14,2.00E+00,1.00E+06,2.69E+01
7.00E-01,1.00E+14,2.00E+00,1.00E+07,2.69E+01
7.00E-01,1.00E+15,2.00E+00,1.00E+02,1.35E+01
7.00E-01,1.00E+15,2.00E+00,1.00E+03,2.40E+01
7.00E-01,1.00E+15,2.00E+00,1.00E+04,2.51E+01
7.00E-01,1.00E+15,2.00E+00,1.00E+05,2.52E+01
7.00E-01,1.00E+15,2.00E+00,1.00E+06,2.52E+01
7.00E-01,1.00E+15,2.00E+00,1.00E+07,2.52E+01
7.00E-01,1.00E+16,2.00E+00,1.00E+02,1.24E+01
7.00E-01,1.00E+16,2.00E+00,1.00E+03,2.13E+01
7.00E-01,1.00E+16,2.00E+00,1.00E+04,2.22E+01
7.00E-01,1.00E+16,2.00E+00,1.00E+05,2.23E+01
7.00E-01,1.00E+16,2.00E+00,1.00E+06,2.24E+01
7.00E-01,1.00E+16,2.00E+00,1.00E+07,2.24E+01
7.00E-01,1.00E+17,2.00E+00,1.00E+02,1.02E+01
7.00E-01,1.00E+17,2.00E+00,1.00E+03,1.65E+01
7.00E-01,1.00E+17,2.00E+00,1.00E+04,1.72E+01
7.00E-01,1.00E+17,2.00E+00,1.00E+05,1.72E+01
7.00E-01,1.00E+17,2.00E+00,1.00E+06,1.72E+01
7.00E-01,1.00E+17,2.00E+00,1.00E+07,1.72E+01
8.00E-01,1.00E+13,2.00E+00,1.00E+02,1.42E+01
8.00E-01,1.00E+13,2.00E+00,1.00E+03,2.71E+01
8.00E-01,1.00E+13,2.00E+00,1.00E+04,2.84E+01
8.00E-01,1.00E+13,2.00E+00,1.00E+05,2.85E+01
8.00E-01,1.00E+13,2.00E+00,1.00E+06,2.85E+01
8.00E-01,1.00E+13,2.00E+00,1.00E+07,2.85E+01
8.00E-01,1.00E+14,2.00E+00,1.00E+02,1.41E+01
8.00E-01,1.00E+14,2.00E+00,1.00E+03,2.58E+01
8.00E-01,1.00E+14,2.00E+00,1.00E+04,2.70E+01
8.00E-01,1.00E+14,2.00E+00,1.00E+05,2.72E+01
8.00E-01,1.00E+14,2.00E+00,1.00E+06,2.72E+01
8.00E-01,1.00E+14,2.00E+00,1.00E+07,2.72E+01
8.00E-01,1.00E+15,2.00E+00,1.00E+02,1.37E+01
8.00E-01,1.00E+15,2.00E+00,1.00E+03,2.42E+01
8.00E-01,1.00E+15,2.00E+00,1.00E+04,2.53E+01
8.00E-01,1.00E+15,2.00E+00,1.00E+05,2.54E+01
8.00E-01,1.00E+15,2.00E+00,1.00E+06,2.54E+01
8.00E-01,1.00E+15,2.00E+00,1.00E+07,2.54E+01
8.00E-01,1.00E+16,2.00E+00,1.00E+02,1.25E+01
8.00E-01,1.00E+16,2.00E+00,1.00E+03,2.13E+01
8.00E-01,1.00E+16,2.00E+00,1.00E+04,2.23E+01
8.00E-01,1.00E+16,2.00E+00,1.00E+05,2.24E+01
8.00E-01,1.00E+16,2.00E+00,1.00E+06,2.24E+01
8.00E-01,1.00E+16,2.00E+00,1.00E+07,2.24E+01
8.00E-01,1.00E+17,2.00E+00,1.00E+02,1.01E+01
8.00E-01,1.00E+17,2.00E+00,1.00E+03,1.64E+01
8.00E-01,1.00E+17,2.00E+00,1.00E+04,1.71E+01
8.00E-01,1.00E+17,2.00E+00,1.00E+05,1.72E+01
8.00E-01,1.00E+17,2.00E+00,1.00E+06,1.72E+01
8.00E-01,1.00E+17,2.00E+00,1.00E+07,1.72E+01
9.00E-01,1.00E+13,2.00E+00,1.00E+02,1.45E+01
9.00E-01,1.00E+13,2.00E+00,1.00E+03,2.73E+01
9.00E-01,1.00E+13,2.00E+00,1.00E+04,2.86E+01
9.00E-01,1.00E+13,2.00E+00,1.00E+05,2.87E+01
9.00E-01,1.00E+13,2.00E+00,1.00E+06,2.87E+01
9.00E-01,1.00E+13,2.00E+00,1.00E+07,2.87E+01
9.00E-01,1.00E+14,2.00E+00,1.00E+02,1.43E+01
9.00E-01,1.00E+14,2.00E+00,1.00E+03,2.60E+01
9.00E-01,1.00E+14,2.00E+00,1.00E+04,2.72E+01
9.00E-01,1.00E+14,2.00E+00,1.00E+05,2.73E+01
9.00E-01,1.00E+14,2.00E+00,1.00E+06,2.73E+01
9.00E-01,1.00E+14,2.00E+00,1.00E+07,2.73E+01
9.00E-01,1.00E+15,2.00E+00,1.00E+02,1.39E+01
9.00E-01,1.00E+15,2.00E+00,1.00E+03,2.44E+01
9.00E-01,1.00E+15,2.00E+00,1.00E+04,2.54E+01
9.00E-01,1.00E+15,2.00E+00,1.00E+05,2.55E+01
9.00E-01,1.00E+15,2.00E+00,1.00E+06,2.56E+01
9.00E-01,1.00E+15,2.00E+00,1.00E+07,2.56E+01
9.00E-01,1.00E+16,2.00E+00,1.00E+02,1.25E+01
9.00E-01,1.00E+16,2.00E+00,1.00E+03,2.13E+01
9.00E-01,1.00E+16,2.00E+00,1.00E+04,2.22E+01
9.00E-01,1.00E+16,2.00E+00,1.00E+05,2.23E+01
9.00E-01,1.00E+16,2.00E+00,1.00E+06,2.23E+01
9.00E-01,1.00E+16,2.00E+00,1.00E+07,2.23E+01
9.00E-01,1.00E+17,2.00E+00,1.00E+02,1.01E+01
9.00E-01,1.00E+17,2.00E+00,1.00E+03,1.64E+01
9.00E-01,1.00E+17,2.00E+00,1.00E+04,1.71E+01
9.00E-01,1.00E+17,2.00E+00,1.00E+05,1.71E+01
9.00E-01,1.00E+17,2.00E+00,1.00E+06,1.71E+01
9.00E-01,1.00E+17,2.00E+00,1.00E+07,1.71E+01
1.00E+00,1.00E+13,2.00E+00,1.00E+02,1.47E+01
1.00E+00,1.00E+13,2.00E+00,1.00E+03,2.74E+01
1.00E+00,1.00E+13,2.00E+00,1.00E+04,2.87E+01
1.00E+00,1.00E+13,2.00E+00,1.00E+05,2.88E+01
1.00E+00,1.00E+13,2.00E+00,1.00E+06,2.88E+01
1.00E+00,1.00E+13,2.00E+00,1.00E+07,2.89E+01
1.00E+00,1.00E+14,2.00E+00,1.00E+02,1.45E+01
1.00E+00,1.00E+14,2.00E+00,1.00E+03,2.61E+01
1.00E+00,1.00E+14,2.00E+00,1.00E+04,2.73E+01
1.00E+00,1.00E+14,2.00E+00,1.00E+05,2.74E+01
1.00E+00,1.00E+14,2.00E+00,1.00E+06,2.74E+01
1.00E+00,1.00E+14,2.00E+00,1.00E+07,2.74E+01
1.00E+00,1.00E+15,2.00E+00,1.00E+02,1.41E+01
1.00E+00,1.00E+15,2.00E+00,1.00E+03,2.44E+01
1.00E+00,1.00E+15,2.00E+00,1.00E+04,2.55E+01
1.00E+00,1.00E+15,2.00E+00,1.00E+05,2.56E+01
1.00E+00,1.00E+15,2.00E+00,1.00E+06,2.56E+01
1.00E+00,1.00E+15,2.00E+00,1.00E+07,2.56E+01
1.00E+00,1.00E+16,2.00E+00,1.00E+02,1.25E+01
1.00E+00,1.00E+16,2.00E+00,1.00E+03,2.12E+01
1.00E+00,1.00E+16,2.00E+00,1.00E+04,2.22E+01
1.00E+00,1.00E+16,2.00E+00,1.00E+05,2.22E+01
1.00E+00,1.00E+16,2.00E+00,1.00E+06,2.23E+01
1.00E+00,1.00E+16,2.00E+00,1.00E+07,2.23E+01
1.00E+00,1.00E+17,2.00E+00,1.00E+02,1.01E+01
1.00E+00,1.00E+17,2.00E+00,1.00E+03,1.64E+01
1.00E+00,1.00E+17,2.00E+00,1.00E+04,1.70E+01
1.00E+00,1.00E+17,2.00E+00,1.00E+05,1.71E+01
1.00E+00,1.00E+17,2.00E+00,1.00E+06,1.71E+01
1.00E+00,1.00E+17,2.00E+00,1.00E+07,1.71E+01
1.10E+00,1.00E+13,2.00E+00,1.00E+02,1.48E+01
1.10E+00,1.00E+13,2.00E+00,1.00E+03,2.75E+01
1.10E+00,1.00E+13,2.00E+00,1.00E+04,2.88E+01
1.10E+00,1.00E+13,2.00E+00,1.00E+05,2.89E+01
1.10E+00,1.00E+13,2.00E+00,1.00E+06,2.89E+01
1.10E+00,1.00E+13,2.00E+00,1.00E+07,2.89E+01
1.10E+00,1.00E+14,2.00E+00,1.00E+02,1.46E+01
1.10E+00,1.00E+14,2.00E+00,1.00E+03,2.62E+01
1.10E+00,1.00E+14,2.00E+00,1.00E+04,2.74E+01
1.10E+00,1.00E+14,2.00E+00,1.00E+05,2.75E+01
1.10E+00,1.00E+14,2.00E+00,1.00E+06,2.75E+01
1.10E+00,1.00E+14,2.00E+00,1.00E+07,2.75E+01
1.10E+00,1.00E+15,2.00E+00,1.00E+02,1.41E+01
1.10E+00,1.00E+15,2.00E+00,1.00E+03,2.45E+01
1.10E+00,1.00E+15,2.00E+00,1.00E+04,2.55E+01
1.10E+00,1.00E+15,2.00E+00,1.00E+05,2.56E+01
1.10E+00,1.00E+15,2.00E+00,1.00E+06,2.56E+01
1.10E+00,1.00E+15,2.00E+00,1.00E+07,2.56E+01
1.10E+00,1.00E+16,2.00E+00,1.00E+02,1.25E+01
1.10E+00,1.00E+16,2.00E+00,1.00E+03,2.11E+01
1.10E+00,1.00E+16,2.00E+00,1.00E+04,2.21E+01
1.10E+00,1.00E+16,2.00E+00,1.00E+05,2.22E+01
1.10E+00,1.00E+16,2.00E+00,1.00E+06,2.22E+01
1.10E+00,1.00E+16,2.00E+00,1.00E+07,2.22E+01
1.10E+00,1.00E+17,2.00E+00,1.00E+02,1.01E+01
1.10E+00,1.00E+17,2.00E+00,1.00E+03,1.63E+01
1.10E+00,1.00E+17,2.00E+00,1.00E+04,1.70E+01
1.10E+00,1.00E+17,2.00E+00,1.00E+05,1.71E+01
1.10E+00,1.00E+17,2.00E+00,1.00E+06,1.71E+01
1.10E+00,1.00E+17,2.00E+00,1.00E+07,1.71E+01
1.20E+00,1.00E+13,2.00E+00,1.00E+02,1.49E+01
1.20E+00,1.00E+13,2.00E+00,1.00E+03,2.76E+01
1.20E+00,1.00E+13,2.00E+00,1.00E+04,2.88E+01
1.20E+00,1.00E+13,2.00E+00,1.00E+05,2.90E+01
1.20E+00,1.00E+13,2.00E+00,1.00E+06,2.90E+01
1.20E+00,1.00E+13,2.00E+00,1.00E+07,2.90E+01
1.20E+00,1.00E+14,2.00E+00,1.00E+02,1.47E+01
1.20E+00,1.00E+14,2.00E+00,1.00E+03,2.62E+01
1.20E+00,1.00E+14,2.00E+00,1.00E+04,2.74E+01
1.20E+00,1.00E+14,2.00E+00,1.00E+05,2.75E+01
1.20E+00,1.00E+14,2.00E+00,1.00E+06,2.76E+01
1.20E+00,1.00E+14,2.00E+00,1.00E+07,2.76E+01
1.20E+00,1.00E+15,2.00E+00,1.00E+02,1.42E+01
1.20E+00,1.00E+15,2.00E+00,1.00E+03,2.45E+01
1.20E+00,1.00E+15,2.00E+00,1.00E+04,2.55E+01
1.20E+00,1.00E+15,2.00E+00,1.00E+05,2.56E+01
1.20E+00,1.00E+15,2.00E+00,1.00E+06,2.56E+01
1.20E+00,1.00E+15,2.00E+00,1.00E+07,2.56E+01
1.20E+00,1.00E+16,2.00E+00,1.00E+02,1.24E+01
1.20E+00,1.00E+16,2.00E+00,1.00E+03,2.11E+01
1.20E+00,1.00E+16,2.00E+00,1.00E+04,2.20E+01
1.20E+00,1.00E+16,2.00E+00,1.00E+05,2.21E+01
1.20E+00,1.00E+16,2.00E+00,1.00E+06,2.21E+01
1.20E+00,1.00E+16,2.00E+00,1.00E+07,2.21E+01
1.20E+00,1.00E+17,2.00E+00,1.00E+02,1.01E+01
1.20E+00,1.00E+17,2.00E+00,1.00E+03,1.63E+01
1.20E+00,1.00E+17,2.00E+00,1.00E+04,1.70E+01
1.20E+00,1.00E+17,2.00E+00,1.00E+05,1.71E+01
1.20E+00,1.00E+17,2.00E+00,1.00E+06,1.71E+01
1.20E+00,1.00E+17,2.00E+00,1.00E+07,1.71E+01
1.30E+00,1.00E+13,2.00E+00,1.00E+02,1.50E+01
1.30E+00,1.00E+13,2.00E+00,1.00E+03,2.76E+01
1.30E+00,1.00E+13,2.00E+00,1.00E+04,2.89E+01
1.30E+00,1.00E+13,2.00E+00,1.00E+05,2.90E+01
1.30E+00,1.00E+13,2.00E+00,1.00E+06,2.90E+01
1.30E+00,1.00E+13,2.00E+00,1.00E+07,2.90E+01
1.30E+00,1.00E+14,2.00E+00,1.00E+02,1.48E+01
1.30E+00,1.00E+14,2.00E+00,1.00E+03,2.63E+01
1.30E+00,1.00E+14,2.00E+00,1.00E+04,2.74E+01
1.30E+00,1.00E+14,2.00E+00,1.00E+05,2.76E+01
1.30E+00,1.00E+14,2.00E+00,1.00E+06,2.76E+01
1.30E+00,1.00E+14,2.00E+00,1.00E+07,2.76E+01
1.30E+00,1.00E+15,2.00E+00,1.00E+02,1.42E+01
1.30E+00,1.00E+15,2.00E+00,1.00E+03,2.45E+01
1.30E+00,1.00E+15,2.00E+00,1.00E+04,2.55E+01
1.30E+00,1.00E+15,2.00E+00,1.00E+05,2.56E+01
1.30E+00,1.00E+15,2.00E+00,1.00E+06,2.56E+01
1.30E+00,1.00E+15,2.00E+00,1.00E+07,2.56E+01
1.30E+00,1.00E+16,2.00E+00,1.00E+02,1.24E+01
1.30E+00,1.00E+16,2.00E+00,1.00E+03,2.10E+01
1.30E+00,1.00E+16,2.00E+00,1.00E+04,2.19E+01
1.30E+00,1.00E+16,2.00E+00,1.00E+05,2.20E+01
1.30E+00,1.00E+16,2.00E+00,1.00E+06,2.20E+01
1.30E+00,1.00E+16,2.00E+00,1.00E+07,2.20E+01
1.30E+00,1.00E+17,2.00E+00,1.00E+02,1.01E+01
1.30E+00,1.00E+17,2.00E+00,1.00E+03,1.63E+01
1.30E+00,1.00E+17,2.00E+00,1.00E+04,1.70E+01
1.30E+00,1.00E+17,2.00E+00,1.00E+05,1.71E+01
1.30E+00,1.00E+17,2.00E+00,1.00E+06,1.71E+01
1.30E+00,1.00E+17,2.00E+00,1.00E+07,1.71E+01
1.40E+00,1.00E+13,2.00E+00,1.00E+02,1.50E+01
1.40E+00,1.00E+13,2.00E+00,1.00E+03,2.76E+01
1.40E+00,1.00E+13,2.00E+00,1.00E+04,2.89E+01
1.40E+00,1.00E+13,2.00E+00,1.00E+05,2.90E+01
1.40E+00,1.00E+13,2.00E+00,1.00E+06,2.90E+01
1.40E+00,1.00E+13,2.00E+00,1.00E+07,2.90E+01
1.40E+00,1.00E+14,2.00E+00,1.00E+02,1.48E+01
1.40E+00,1.00E+14,2.00E+00,1.00E+03,2.63E+01
1.40E+00,1.00E+14,2.00E+00,1.00E+04,2.74E+01
1.40E+00,1.00E+14,2.00E+00,1.00E+05,2.76E+01
1.40E+00,1.00E+14,2.00E+00,1.00E+06,2.76E+01
1.40E+00,1.00E+14,2.00E+00,1.00E+07,2.76E+01
1.40E+00,1.00E+15,2.00E+00,1.00E+02,1.42E+01
1.40E+00,1.00E+15,2.00E+00,1.00E+03,2.44E+01
1.40E+00,1.00E+15,2.00E+00,1.00E+04,2.55E+01
1.40E+00,1.00E+15,2.00E+00,1.00E+05,2.56E+01
1.40E+00,1.00E+15,2.00E+00,1.00E+06,2.56E+01
1.40E+00,1.00E+15,2.00E+00,1.00E+07,2.56E+01
1.40E+00,1.00E+16,2.00E+00,1.00E+02,1.24E+01
1.40E+00,1.00E+16,2.00E+00,1.00E+03,2.10E+01
1.40E+00,1.00E+16,2.00E+00,1.00E+04,2.19E+01
1.40E+00,1.00E+16,2.00E+00,1.00E+05,2.20E+01
1.40E+00,1.00E+16,2.00E+00,1.00E+06,2.20E+01
1.40E+00,1.00E+16,2.00E+00,1.00E+07,2.20E+01
1.40E+00,1.00E+17,2.00E+00,1.00E+02,1.01E+01
1.40E+00,1.00E+17,2.00E+00,1.00E+03,1.63E+01
1.40E+00,1.00E+17,2.00E+00,1.00E+04,1.70E+01
1.40E+00,1.00E+17,2.00E+00,1.00E+05,1.71E+01
1.40E+00,1.00E+17,2.00E+00,1.00E+06,1.71E+01
1.40E+00,1.00E+17,2.00E+00,1.00E+07,1.71E+01
3.00E-01,1.00E+13,3.00E+00,1.00E+02,9.97E+00
3.00E-01,1.00E+13,3.00E+00,1.00E+03,2.26E+01
3.00E-01,1.00E+13,3.00E+00,1.00E+04,2.39E+01
3.00E-01,1.00E+13,3.00E+00,1.00E+05,2.41E+01
3.00E-01,1.00E+13,3.00E+00,1.00E+06,2.41E+01
3.00E-01,1.00E+13,3.00E+00,1.00E+07,2.41E+01
3.00E-01,1.00E+14,3.00E+00,1.00E+02,9.96E+00
3.00E-01,1.00E+14,3.00E+00,1.00E+03,2.18E+01
3.00E-01,1.00E+14,3.00E+00,1.00E+04,2.30E+01
3.00E-01,1.00E+14,3.00E+00,1.00E+05,2.31E+01
3.00E-01,1.00E+14,3.00E+00,1.00E+06,2.31E+01
3.00E-01,1.00E+14,3.00E+00,1.00E+07,2.31E+01
3.00E-01,1.00E+15,3.00E+00,1.00E+02,9.91E+00
3.00E-01,1.00E+15,3.00E+00,1.00E+03,2.06E+01
3.00E-01,1.00E+15,3.00E+00,1.00E+04,2.17E+01
3.00E-01,1.00E+15,3.00E+00,1.00E+05,2.18E+01
3.00E-01,1.00E+15,3.00E+00,1.00E+06,2.18E+01
3.00E-01,1.00E+15,3.00E+00,1.00E+07,2.18E+01
3.00E-01,1.00E+16,3.00E+00,1.00E+02,9.67E+00
3.00E-01,1.00E+16,3.00E+00,1.00E+03,1.86E+01
3.00E-01,1.00E+16,3.00E+00,1.00E+04,1.96E+01
3.00E-01,1.00E+16,3.00E+00,1.00E+05,1.97E+01
3.00E-01,1.00E+16,3.00E+00,1.00E+06,1.97E+01
3.00E-01,1.00E+16,3.00E+00,1.00E+07,1.97E+01
3.00E-01,1.00E+17,3.00E+00,1.00E+02,8.99E+00
3.00E-01,1.00E+17,3.00E+00,1.00E+03,1.54E+01
3.00E-01,1.00E+17,3.00E+00,1.00E+04,1.60E+01
3.00E-01,1.00E+17,3.00E+00,1.00E+05,1.61E+01
3.00E-01,1.00E+17,3.00E+00,1.00E+06,1.61E+01
3.00E-01,1.00E+17,3.00E+00,1.00E+07,1.61E+01
4.00E-01,1.00E+13,3.00E+00,1.00E+02,1.15E+01
4.00E-01,1.00E+13,3.00E+00,1.00E+03,2.42E+01
4.00E-01,1.00E+13,3.00E+00,1.00E+04,2.55E+01
4.00E-01,1.00E+13,3.00E+00,1.00E+05,2.56E+01
4.00E-01,1.00E+13,3.00E+00,1.00E+06,2.56E+01
4.00E-01,1.00E+13,3.00E+00,1.00E+07,2.56E+01
4.00E-01,1.00E+14,3.00E+00,1.00E+02,1.15E+01
4.00E-01,1.00E+14,3.00E+00,1.00E+03,2.32E+01
4.00E-01,1.00E+14,3.00E+00,1.00E+04,2.44E+01
4.00E-01,1.00E+14,3.00E+00,1.00E+05,2.45E+01
4.00E-01,1.00E+14,3.00E+00,1.00E+06,2.45E+01
4.00E-01,1.00E+14,3.00E+00,1.00E+07,2.45E+01
4.00E-01,1.00E+15,3.00E+00,1.00E+02,1.13E+01
4.00E-01,1.00E+15,3.00E+00,1.00E+03,2.19E+01
4.00E-01,1.00E+15,3.00E+00,1.00E+04,2.30E+01
4.00E-01,1.00E+15,3.00E+00,1.00E+05,2.31E+01
4.00E-01,1.00E+15,3.00E+00,1.00E+06,2.31E+01
4.00E-01,1.00E+15,3.00E+00,1.00E+07,2.31E+01
4.00E-01,1.00E+16,3.00E+00,1.00E+02,1.09E+01
4.00E-01,1.00E+16,3.00E+00,1.00E+03,1.98E+01
4.00E-01,1.00E+16,3.00E+00,1.00E+04,2.07E+01
4.00E-01,1.00E+16,3.00E+00,1.00E+05,2.08E+01
4.00E-01,1.00E+16,3.00E+00,1.00E+06,2.08E+01
4.00E-01,1.00E+16,3.00E+00,1.00E+07,2.08E+01
4.00E-01,1.00E+17,3.00E+00,1.00E+02,9.76E+00
4.00E-01,1.00E+17,3.00E+00,1.00E+03,1.60E+01
4.00E-01,1.00E+17,3.00E+00,1.00E+04,1.67E+01
4.00E-01,1.00E+17,3.00E+00,1.00E+05,1.68E+01
4.00E-01,1.00E+17,3.00E+00,1.00E+06,1.68E+01
4.00E-01,1.00E+17,3.00E+00,1.00E+07,1.68E+01
5.00E-01,1.00E+13,3.00E+00,1.00E+02,1.25E+01
5.00E-01,1.00E+13,3.00E+00,1.00E+03,2.52E+01
5.00E-01,1.00E+13,3.00E+00,1.00E+04,2.65E+01
5.00E-01,1.00E+13,3.00E+00,1.00E+05,2.66E+01
5.00E-01,1.00E+13,3.00E+00,1.00E+06,2.66E+01
5.00E-01,1.00E+13,3.00E+00,1.00E+07,2.66E+01
5.00E-01,1.00E+14,3.00E+00,1.00E+02,1.25E+01
5.00E-01,1.00E+14,3.00E+00,1.00E+03,2.41E+01
5.00E-01,1.00E+14,3.00E+00,1.00E+04,2.53E+01
5.00E-01,1.00E+14,3.00E+00,1.00E+05,2.54E+01
5.00E-01,1.00E+14,3.00E+00,1.00E+06,2.54E+01
5.00E-01,1.00E+14,3.00E+00,1.00E+07,2.54E+01
5.00E-01,1.00E+15,3.00E+00,1.00E+02,1.23E+01
5.00E-01,1.00E+15,3.00E+00,1.00E+03,2.27E+01
5.00E-01,1.00E+15,3.00E+00,1.00E+04,2.38E+01
